Employeeid,Age,Experience,EducationField,City,Department,Job_Title,Gender,NumCompaniesWorked,Attrition,Attrition_num
125583,22,0,Other degrees,Bangalore,Product Management,Associate Engineer  ,Male,4,Yes,1
125584,22,0,MBA/PGDM,Delhi,Product Management,Associate Engineer  ,Male,3,Yes,1
125585,22,1,Ph.D/Doctorate,Bangalore,Support,Associate Engineer  ,Male,3,Yes,1
125586,21,0,Ph.D/Doctorate,Kolkata,Support,Associate Engineer  ,Male,3,Yes,1
125587,21,0,B.Tech/B.E.,Ahmedabad,Support,Associate Engineer  ,Male,3,Yes,1
125588,21,0,Other degrees,Ahmedabad,Support,Associate Engineer  ,Male,5,Yes,1
125589,21,0,MBA/PGDM,Mumbai,Support,Associate Engineer  ,Male,2,Yes,1
125590,22,0,M.Tech/M.E.,Ahmedabad,Support,Associate Engineer  ,Male,3,Yes,1
125591,21,0,Ph.D/Doctorate,Hyderabad,Support,Associate Engineer  ,Male,5,Yes,1
125592,24,0,Other degrees,Ahmedabad,Training,Associate Engineer ,Male,5,No,0
125593,22,0,MBA/PGDM,Chennai,Support,Associate Engineer  ,Male,4,Yes,1
125594,22,0,M.Tech/M.E.,Bangalore,Support,Associate Engineer  ,Male,1,Yes,1
125595,23,0,Ph.D/Doctorate,Hyderabad,Support,Associate Engineer  ,Male,6,Yes,1
125596,21,0,Other degrees,Hyderabad,Support,Associate Engineer  ,Male,6,Yes,1
125597,21,0,MBA/PGDM,Delhi,Support,Associate Engineer  ,Male,3,Yes,1
125598,20,0,M.Tech/M.E.,Bangalore,Support,Associate Engineer  ,Male,4,Yes,1
125599,20,0,Ph.D/Doctorate,Bangalore,Support,Associate Engineer  ,Male,1,Yes,1
125600,21,0,M.Tech/M.E.,Chennai,Product Management,Associate Engineer  ,Male,2,Yes,1
125601,22,0,MBA/PGDM,Bangalore,Support,Associate Engineer  ,Male,2,No,0
125602,22,0,B.Tech/B.E.,Kolkata,Support,Associate Engineer  ,Male,1,Yes,1
125603,21,0,M.Tech/M.E.,Bangalore,Support,Associate Engineer  ,Male,5,Yes,1
125604,22,0,Ph.D/Doctorate,Bangalore,Support,Associate Engineer  ,Male,4,Yes,1
125605,21,0,Ph.D/Doctorate,Delhi,Support,Associate Engineer  ,Male,1,Yes,1
125606,21,0,Other degrees,Bangalore,Product Management,Associate Engineer  ,Male,6,Yes,1
125607,22,0,M.Tech/M.E.,Delhi,Sales,Associate Engineer  ,Male,3,No,0
125608,20,0,M.Tech/M.E.,Bangalore,Support,Associate Engineer  ,Male,7,Yes,1
125609,21,0,Ph.D/Doctorate,Chennai,Support,Associate Engineer  ,Male,6,Yes,1
125610,20,0,B.Tech/B.E.,Bangalore,Product Management,Associate Engineer  ,Male,7,Yes,1
125611,23,0,MBA/PGDM,Delhi,Support,Engineer ,Male,4,No,0
125614,59,0,M.Tech/M.E.,Bangalore,Marketing,Senior Lead Engineer ,Male,2,No,0
125615,24,0,M.Tech/M.E.,Hyderabad,Business Development,Engineer ,Female,4,No,0
125616,44,0,Ph.D/Doctorate,Bangalore,Business Development,Lead Engineer ,Female,6,Yes,1
125617,49,0,Other degrees,Ahmedabad,Services,Engineer ,Male,2,Yes,1
125618,23,0,B.Tech/B.E.,Hyderabad,Accounting,Associate Engineer ,Male,2,No,0
125619,48,0,B.Tech/B.E.,Hyderabad,Legal,Lead Engineer  ,Female,3,No,0
125620,24,0,MBA/PGDM,Bangalore,Human Resources,Engineer ,Male,8,Yes,1
125622,60,0,B.Tech/B.E.,Kolkata,Human Resources,Senior Lead Engineer  ,Male,6,No,0
125623,28,4,B.Tech/B.E.,Kolkata,Training,Project Leader ,Female,3,No,0
125656,38,0,B.Tech/B.E.,Chennai,Sales,Lead Engineer ,Male,4,No,0
125657,27,0,Other degrees,Hyderabad,Training,Engineer  ,Female,6,No,0
125658,36,0,Ph.D/Doctorate,Delhi,Sales,Senior Engineer ,Female,2,No,0
125659,44,0,MBA/PGDM,Chennai,Human Resources,Engineer ,Male,4,No,0
125660,50,0,M.Tech/M.E.,Ahmedabad,Services,Senior Engineer ,Male,4,No,0
125661,60,0,B.Tech/B.E.,Bangalore,Sales,Senior Lead Engineer ,Male,5,Yes,1
125662,64,0,B.Tech/B.E.,Bangalore,Accounting,Senior Engineer ,Male,1,No,0
125663,23,0,Other degrees,Ahmedabad,Training,Associate Engineer ,Male,4,No,0
125665,60,0,Ph.D/Doctorate,Mumbai,Human Resources,Senior Lead Engineer ,Male,6,No,0
125715,62,3,MBA/PGDM,Hyderabad,Sales,Lead Engineer ,Male,4,No,0
125717,44,0,MBA/PGDM,Mumbai,Accounting,Technical Lead ,Male,1,No,0
125723,66,0,Other degrees,Chennai,Business Development,Senior Lead Engineer  ,Male,3,No,0
125724,59,0,MBA/PGDM,Ahmedabad,Human Resources,Senior Lead Engineer ,Male,3,No,0
125726,68,0,MBA/PGDM,Bangalore,Research and Development,Lead Engineer ,Male,5,No,0
125727,35,0,Ph.D/Doctorate,Ahmedabad,Training,Associate Engineer  ,Female,3,No,0
125728,38,0,B.Tech/B.E.,Chennai,Human Resources,Senior Engineer ,Male,3,Yes,1
125729,68,0,Other degrees,Ahmedabad,Accounting,Senior Lead Engineer  ,Male,7,No,0
125743,35,0,B.Tech/B.E.,Bangalore,Accounting,Technical Lead ,Female,2,No,0
125773,53,0,B.Tech/B.E.,Mumbai,Training,Project Leader ,Male,6,Yes,1
125774,60,0,Other degrees,Hyderabad,Sales,Senior Engineer  ,Male,6,No,0
125775,25,0,Ph.D/Doctorate,Hyderabad,Sales,Associate Engineer ,Male,6,No,0
125776,26,0,MBA/PGDM,Chennai,Business Development,Associate Engineer  ,Male,2,No,0
125777,50,0,Other degrees,Delhi,Business Development,Lead Engineer  ,Female,3,Yes,1
125778,23,0,Other degrees,Hyderabad,Sales,Engineer ,Male,7,Yes,1
125779,73,0,M.Tech/M.E.,Hyderabad,Business Development,Senior Lead Engineer  ,Male,6,No,0
125780,43,0,Other degrees,Mumbai,Marketing,Lead Engineer  ,Male,7,No,0
125782,47,0,MBA/PGDM,Kolkata,Training,Lead Engineer ,Male,4,No,0
125783,36,0,B.Tech/B.E.,Bangalore,Marketing,Engineer ,Male,6,No,0
125784,37,0,Ph.D/Doctorate,Kolkata,Engineering,Associate Engineer  ,Female,5,No,0
125785,47,0,Other degrees,Ahmedabad,Accounting,Senior Engineer  ,Female,5,Yes,1
125786,24,0,B.Tech/B.E.,Hyderabad,Human Resources,Engineer ,Female,6,No,0
125787,48,0,M.Tech/M.E.,Delhi,Human Resources,Engineer ,Male,6,Yes,1
125788,65,0,Ph.D/Doctorate,Hyderabad,Business Development,Project Manager ,Male,3,No,0
125789,29,0,Ph.D/Doctorate,Chennai,Human Resources,Engineer  ,Male,6,No,0
125790,28,0,B.Tech/B.E.,Bangalore,Sales,Associate Engineer  ,Male,6,Yes,1
125791,34,0,B.Tech/B.E.,Mumbai,Marketing,Engineer ,Female,5,No,0
125792,36,0,B.Tech/B.E.,Delhi,Training,Associate Engineer  ,Female,1,No,0
125793,35,0,MBA/PGDM,Hyderabad,Services,Engineer  ,Male,3,Yes,1
125809,25,0,MBA/PGDM,Ahmedabad,Training,Associate Engineer ,Male,2,No,0
125829,34,0,B.Tech/B.E.,Hyderabad,Engineering,Senior Engineer  ,Male,7,No,0
125831,42,0,MBA/PGDM,Chennai,Accounting,Associate Engineer  ,Female,3,No,0
125832,23,0,M.Tech/M.E.,Hyderabad,Support,Engineer ,Male,2,No,0
125833,26,0,M.Tech/M.E.,Bangalore,Sales,Project Leader ,Male,2,No,0
125834,28,0,Ph.D/Doctorate,Bangalore,Sales,Senior Engineer ,Female,1,No,0
125835,46,0,B.Tech/B.E.,Chennai,Support,Senior Lead Engineer ,Male,5,No,0
125836,38,0,Ph.D/Doctorate,Hyderabad,Training,Senior Engineer  ,Male,5,No,0
125837,28,0,M.Tech/M.E.,Ahmedabad,Human Resources,Engineer  ,Male,4,No,0
125838,23,0,Other degrees,Kolkata,Support,Associate Engineer ,Male,1,No,0
125840,59,0,Other degrees,Delhi,Training,Senior Lead Engineer ,Male,7,Yes,1
125841,57,0,M.Tech/M.E.,Chennai,Training,Associate Engineer  ,Male,6,No,0
125842,23,0,Other degrees,Ahmedabad,Training,Senior Engineer ,Male,2,No,0
125844,25,0,MBA/PGDM,Bangalore,Support,Associate Engineer ,Male,3,No,0
125845,60,0,MBA/PGDM,Delhi,Research and Development,Senior Lead Engineer  ,Male,7,No,0
125871,31,0,B.Tech/B.E.,Ahmedabad,Business Development,Engineer  ,Female,3,No,0
125872,30,0,Other degrees,Bangalore,Marketing,Senior Engineer ,Female,4,No,0
125874,60,0,M.Tech/M.E.,Bangalore,Sales,Senior Lead Engineer ,Male,6,No,0
125887,56,0,B.Tech/B.E.,Chennai,Human Resources,Senior Manager ,Male,6,No,0
125888,46,0,Other degrees,Kolkata,Sales,Senior Account Manager ,Male,1,No,0
125897,57,0,MBA/PGDM,Chennai,Sales,Senior Engineer ,Male,4,Yes,1
125898,52,0,Ph.D/Doctorate,Delhi,Human Resources,Lead Engineer ,Female,7,No,0
125899,29,0,Ph.D/Doctorate,Delhi,Business Development,Engineer  ,Female,5,Yes,1
125900,23,0,Ph.D/Doctorate,Delhi,Business Development,Engineer  ,Male,4,No,0
125901,22,0,B.Tech/B.E.,Ahmedabad,Human Resources,Engineer  ,Female,3,No,0
125902,24,0,B.Tech/B.E.,Kolkata,Sales,Associate Engineer  ,Male,4,No,0
125903,35,0,Other degrees,Chennai,Sales,Engineer  ,Female,1,Yes,1
125904,55,0,Other degrees,Delhi,Services,Project Leader ,Female,7,Yes,1
125905,24,0,Other degrees,Bangalore,Sales,Engineer ,Male,3,No,0
125907,69,0,Other degrees,Bangalore,Sales,Senior Lead Engineer ,Male,5,No,0
125912,30,0,B.Tech/B.E.,Delhi,Business Development,Engineer  ,Female,6,No,0
125913,45,0,Ph.D/Doctorate,Bangalore,Training,Project Leader ,Male,5,No,0
125946,27,0,MBA/PGDM,Kolkata,Legal,Engineer  ,Male,3,No,0
125947,33,0,MBA/PGDM,Delhi,Legal,Senior Engineer  ,Female,4,Yes,1
125948,28,0,Ph.D/Doctorate,Delhi,Research and Development,Engineer ,Male,6,No,0
125949,23,0,M.Tech/M.E.,Bangalore,Training,Associate Engineer ,Male,1,No,0
125966,25,0,B.Tech/B.E.,Bangalore,Sales,Engineer ,Male,2,No,0
125967,48,0,Other degrees,Ahmedabad,Business Development,Project Manager ,Female,3,No,0
125968,28,0,M.Tech/M.E.,Delhi,Sales,Senior Engineer ,Male,1,Yes,1
125970,30,0,Other degrees,Chennai,Sales,Engineer  ,Female,4,No,0
125971,59,0,Ph.D/Doctorate,Kolkata,Business Development,Lead Engineer ,Male,4,Yes,1
125972,53,0,M.Tech/M.E.,Hyderabad,Services,Lead Engineer ,Male,5,No,0
125973,26,0,Ph.D/Doctorate,Delhi,Training,Engineer ,Male,4,No,0
125974,25,0,Other degrees,Delhi,Human Resources,Engineer ,Female,4,Yes,1
125975,23,0,MBA/PGDM,Hyderabad,Support,Associate Engineer ,Male,3,No,0
125976,42,0,B.Tech/B.E.,Hyderabad,Training,Senior Lead Engineer ,Male,3,Yes,1
125977,29,0,MBA/PGDM,Delhi,Human Resources,Senior Engineer ,Male,1,No,0
125999,38,0,Ph.D/Doctorate,Kolkata,Support,Account Manager ,Male,6,Yes,1
126000,43,0,M.Tech/M.E.,Chennai,Business Development,Senior Engineer ,Male,3,Yes,1
126002,25,0,MBA/PGDM,Kolkata,Accounting,Engineer ,Female,3,No,0
126024,29,0,Other degrees,Ahmedabad,Services,Senior Engineer  ,Male,2,Yes,1
126025,32,0,Other degrees,Kolkata,Human Resources,Engineer  ,Male,1,No,0
126026,28,0,Other degrees,Chennai,Services,Engineer ,Male,4,No,0
126027,48,0,B.Tech/B.E.,Kolkata,Business Development,Lead Engineer ,Male,6,No,0
126028,56,0,Other degrees,Mumbai,Support,Senior Lead Engineer ,Male,6,Yes,1
126029,59,0,B.Tech/B.E.,Kolkata,Human Resources,Senior Lead Engineer ,Male,5,No,0
126030,60,0,M.Tech/M.E.,Kolkata,Business Development,Senior Lead Engineer ,Male,5,Yes,1
126031,64,0,Other degrees,Chennai,Sales,Deputy Manager ,Male,4,No,0
126032,44,0,MBA/PGDM,Chennai,Business Development,Lead Engineer ,Male,3,No,0
126033,38,0,MBA/PGDM,Hyderabad,Human Resources,Engineer ,Male,7,No,0
126035,25,0,Other degrees,Hyderabad,Human Resources,Engineer ,Male,3,No,0
126036,58,0,MBA/PGDM,Bangalore,Business Development,Senior Engineer  ,Female,7,No,0
126037,44,0,Ph.D/Doctorate,Bangalore,Training,Senior Lead Engineer ,Male,2,Yes,1
126038,28,0,Ph.D/Doctorate,Chennai,Engineering,Technical Manager ,Male,5,No,0
126052,39,0,MBA/PGDM,Hyderabad,Training,Associate Engineer ,Male,7,No,0
126067,37,0,M.Tech/M.E.,Kolkata,Support,Project Manager ,Male,7,No,0
126103,38,0,Ph.D/Doctorate,Bangalore,Research and Development,Senior Engineer ,Male,4,No,0
126104,28,0,M.Tech/M.E.,Kolkata,Human Resources,Senior Engineer ,Male,1,No,0
126105,32,0,MBA/PGDM,Bangalore,Human Resources,Project Leader ,Female,7,No,0
126106,24,0,MBA/PGDM,Ahmedabad,Training,Associate Engineer ,Male,3,No,0
126107,27,0,Ph.D/Doctorate,Chennai,Support,Associate Engineer ,Male,3,No,0
126108,50,0,M.Tech/M.E.,Ahmedabad,Human Resources,Lead Engineer ,Female,5,No,0
126109,26,0,M.Tech/M.E.,Delhi,Human Resources,Engineer  ,Male,2,No,0
126112,35,0,B.Tech/B.E.,Chennai,Business Development,Senior Engineer ,Male,4,No,0
126114,49,0,MBA/PGDM,Chennai,Services,Engineer ,Male,1,Yes,1
126116,26,0,Ph.D/Doctorate,Kolkata,Services,Engineer ,Female,7,Yes,1
126117,58,0,Ph.D/Doctorate,Chennai,Business Development,Senior Lead Engineer  ,Male,1,No,0
126118,24,0,B.Tech/B.E.,Kolkata,Human Resources,Engineer  ,Male,7,No,0
126119,60,0,B.Tech/B.E.,Bangalore,Human Resources,Engineer ,Male,2,No,0
126121,27,0,MBA/PGDM,Delhi,Human Resources,Engineer  ,Female,7,No,0
126122,38,0,Ph.D/Doctorate,Chennai,Human Resources,Senior Engineer ,Male,3,No,0
126123,34,0,M.Tech/M.E.,Bangalore,Sales,Engineer  ,Male,4,No,0
126124,52,0,M.Tech/M.E.,Delhi,Services,Senior Engineer ,Male,1,Yes,1
126126,46,0,B.Tech/B.E.,Delhi,Support,Technical Lead ,Male,6,No,0
126130,23,0,MBA/PGDM,Kolkata,Support,TRAINEE ,Female,1,No,0
126134,32,0,MBA/PGDM,Chennai,Sales,Senior Engineer ,Male,2,Yes,1
126147,57,0,Other degrees,Delhi,Research and Development,Senior Engineer ,Male,2,No,0
126164,27,0,B.Tech/B.E.,Mumbai,Legal,Associate Engineer  ,Female,1,No,0
126167,54,0,MBA/PGDM,Chennai,Research and Development,Senior Engineer ,Female,3,No,0
126168,31,0,MBA/PGDM,Delhi,Research and Development,Senior Lead Engineer ,Female,1,No,0
126171,61,0,Other degrees,Chennai,Training,Senior Engineer  ,Male,4,No,0
126172,29,0,Other degrees,Delhi,Accounting,Engineer  ,Female,2,No,0
126174,23,0,M.Tech/M.E.,Hyderabad,Support,Associate Engineer  ,Male,2,No,0
126175,22,0,Ph.D/Doctorate,Hyderabad,Support,Associate Engineer ,Male,4,No,0
126177,24,0,Other degrees,Delhi,Marketing,Engineer ,Male,4,No,0
126195,72,0,B.Tech/B.E.,Mumbai,Training,Senior Lead Engineer ,Male,6,Yes,1
126196,23,0,MBA/PGDM,Kolkata,Human Resources,Associate Engineer ,Male,2,No,0
126197,61,0,MBA/PGDM,Kolkata,Human Resources,Lead Engineer ,Female,1,No,0
126224,24,0,MBA/PGDM,Bangalore,Sales,Engineer ,Male,6,No,0
126225,32,0,B.Tech/B.E.,Delhi,Support,Engineer ,Male,2,No,0
126226,54,0,M.Tech/M.E.,Kolkata,Human Resources,Engineer  ,Female,3,No,0
126227,25,0,M.Tech/M.E.,Bangalore,Product Management,Engineer ,Male,3,No,0
126228,58,0,MBA/PGDM,Bangalore,Human Resources,Engineer ,Male,7,No,0
126229,26,0,Ph.D/Doctorate,Ahmedabad,Product Management,Engineer ,Male,3,No,0
126230,42,0,B.Tech/B.E.,Chennai,Sales,Senior Engineer  ,Female,3,No,0
126231,41,0,MBA/PGDM,Bangalore,Sales,Engineer  ,Male,4,No,0
126232,23,0,Other degrees,Chennai,Human Resources,Associate Engineer  ,Female,6,No,0
126234,56,0,B.Tech/B.E.,Hyderabad,Human Resources,Senior Engineer ,Female,7,No,0
126235,22,0,Other degrees,Hyderabad,Support,Associate Engineer ,Male,5,No,0
126236,65,0,M.Tech/M.E.,Kolkata,Marketing,Lead Engineer  ,Male,6,No,0
126237,58,0,B.Tech/B.E.,Hyderabad,Support,Senior Lead Engineer ,Male,5,No,0
126472,27,0,Ph.D/Doctorate,Kolkata,Product Management,Senior Engineer ,Male,3,No,0
126477,26,0,Ph.D/Doctorate,Delhi,Training,Associate Engineer ,Male,1,No,0
126478,25,0,Other degrees,Chennai,Engineering,Engineer ,Male,4,Yes,1
126479,61,0,MBA/PGDM,Chennai,Human Resources,Engineer ,Male,2,No,0
126480,25,0,B.Tech/B.E.,Bangalore,Research and Development,Engineer ,Male,1,No,0
126481,25,0,M.Tech/M.E.,Kolkata,Services,Engineer ,Male,3,No,0
126482,47,0,Ph.D/Doctorate,Kolkata,Sales,Senior Engineer  ,Male,6,No,0
126483,22,0,Ph.D/Doctorate,Ahmedabad,Human Resources,Engineer  ,Male,5,No,0
126484,26,0,M.Tech/M.E.,Ahmedabad,Accounting,Engineer ,Male,4,No,0
126485,23,0,B.Tech/B.E.,Delhi,Human Resources,Engineer  ,Female,6,No,0
126487,23,0,Ph.D/Doctorate,Hyderabad,Research and Development,Engineer ,Male,1,No,0
126490,33,0,MBA/PGDM,Chennai,Training,Senior Engineer ,Male,5,No,0
126491,60,0,Ph.D/Doctorate,Hyderabad,Services,Senior Engineer ,Male,2,No,0
126492,62,0,B.Tech/B.E.,Chennai,Services,Senior Engineer ,Male,5,No,0
126494,32,5,B.Tech/B.E.,Hyderabad,Training,Senior Engineer  ,Female,5,No,0
126495,26,0,B.Tech/B.E.,Hyderabad,Training,Associate Engineer ,Male,3,No,0
126496,29,0,MBA/PGDM,Chennai,Engineering,Project Leader ,Male,6,No,0
126575,28,0,Ph.D/Doctorate,Chennai,Human Resources,Senior Engineer  ,Female,3,No,0
126576,24,0,B.Tech/B.E.,Bangalore,Training,Senior Engineer ,Male,7,No,0
126578,67,0,Other degrees,Delhi,Accounting,Lead Engineer ,Male,3,No,0
126579,41,0,MBA/PGDM,Bangalore,Human Resources,Senior Lead Engineer ,Male,6,No,0
126580,51,0,B.Tech/B.E.,Chennai,Legal,Lead Engineer  ,Male,4,No,0
126582,27,0,M.Tech/M.E.,Delhi,Business Development,Senior Engineer ,Male,4,Yes,1
126583,61,0,MBA/PGDM,Pune,Services,Lead Engineer  ,Male,2,No,0
126584,25,0,MBA/PGDM,Delhi,Training,Associate Engineer ,Male,5,No,0
126591,47,0,B.Tech/B.E.,Hyderabad,Sales,Director,Male,7,No,0
126592,50,0,MBA/PGDM,Bangalore,Engineering,Vice President ,Male,3,No,0
126633,61,0,Ph.D/Doctorate,Kolkata,Research and Development,Senior Lead Engineer ,Male,4,No,0
126639,62,0,Other degrees,Ahmedabad,Business Development,Lead Engineer  ,Male,1,No,0
126640,25,0,Ph.D/Doctorate,Delhi,Training,Engineer ,Male,6,No,0
126641,26,2,Ph.D/Doctorate,Ahmedabad,Business Development,Project Leader ,Female,6,No,0
126642,66,3,Ph.D/Doctorate,Chennai,Services,Senior Lead Engineer ,Male,4,No,0
126643,37,0,M.Tech/M.E.,Delhi,Research and Development,Senior Engineer ,Male,2,No,0
126644,46,0,Other degrees,Chennai,Human Resources,Lead Engineer ,Male,1,No,0
126646,50,0,B.Tech/B.E.,Hyderabad,Human Resources,Senior Engineer  ,Female,3,No,0
126647,30,0,Ph.D/Doctorate,Chennai,Sales,Associate Engineer  ,Male,2,No,0
126648,34,0,B.Tech/B.E.,Bangalore,Business Development,Engineer  ,Female,7,No,0
126649,30,0,M.Tech/M.E.,Bangalore,Training,Engineer ,Male,3,No,0
126650,42,0,Other degrees,Delhi,Services,Lead Engineer ,Male,3,No,0
126651,63,0,MBA/PGDM,Delhi,Services,Lead Engineer  ,Male,5,No,0
126652,54,0,MBA/PGDM,Mumbai,Research and Development,Senior Lead Engineer ,Male,3,No,0
126723,27,0,Other degrees,Chennai,Human Resources,Engineer  ,Male,7,No,0
126724,26,0,Ph.D/Doctorate,Chennai,Sales,Associate Engineer  ,Male,3,No,0
126725,24,0,M.Tech/M.E.,Hyderabad,Human Resources,Engineer  ,Male,1,No,0
126727,38,0,Ph.D/Doctorate,Bangalore,Sales,Senior Lead Engineer ,Male,4,Yes,1
126729,23,0,MBA/PGDM,Hyderabad,Training,Associate Engineer ,Male,6,No,0
126730,47,0,M.Tech/M.E.,Hyderabad,Human Resources,Lead Engineer ,Female,2,No,0
126731,28,0,M.Tech/M.E.,Bangalore,Business Development,Associate Engineer  ,Female,5,No,0
126732,64,0,Other degrees,Ahmedabad,Business Development,Engineer  ,Female,3,Yes,1
126733,30,0,M.Tech/M.E.,Delhi,Human Resources,Associate Engineer ,Male,3,Yes,1
126734,53,0,Ph.D/Doctorate,Hyderabad,Research and Development,Senior Engineer  ,Female,6,No,0
126735,60,0,M.Tech/M.E.,Chennai,Services,Lead Engineer  ,Male,2,Yes,1
126736,66,0,MBA/PGDM,Mumbai,Services,Senior Engineer ,Male,6,No,0
126737,23,0,MBA/PGDM,Chennai,Services,Senior Engineer ,Male,1,No,0
126755,46,0,Ph.D/Doctorate,Mumbai,Services,Associate Vice President,Male,7,No,0
126760,48,0,Other degrees,Hyderabad,Business Development,Vice President ,Female,6,No,0
126791,26,0,MBA/PGDM,Bangalore,Sales,Senior Engineer  ,Male,4,No,0
126794,60,0,Other degrees,Bangalore,Training,Senior Lead Engineer ,Male,2,No,0
126795,26,0,Ph.D/Doctorate,Bangalore,Training,Associate Engineer ,Female,1,No,0
126796,31,0,MBA/PGDM,Mumbai,Training,Associate Engineer  ,Male,1,No,0
126798,58,0,M.Tech/M.E.,Hyderabad,Services,Lead Engineer  ,Male,3,No,0
126799,19,0,Other degrees,Hyderabad,Accounting,Associate Engineer  ,Female,7,No,0
126801,25,0,MBA/PGDM,Chennai,Engineering,Engineer  ,Male,2,No,0
126821,25,0,Ph.D/Doctorate,Chennai,Human Resources,Associate Engineer ,Male,6,No,0
126822,25,0,B.Tech/B.E.,Bangalore,Sales,Engineer  ,Male,2,No,0
126831,41,0,B.Tech/B.E.,Bangalore,Engineering,Project Leader ,Male,3,No,0
126892,28,0,M.Tech/M.E.,Chennai,Human Resources,Engineer  ,Male,5,No,0
126893,44,0,B.Tech/B.E.,Delhi,Training,Senior Lead Engineer ,Male,2,Yes,1
126894,26,0,Ph.D/Doctorate,Kolkata,Human Resources,Senior Engineer ,Female,1,No,0
126895,25,0,Ph.D/Doctorate,Chennai,Human Resources,Engineer  ,Male,6,No,0
126896,23,0,M.Tech/M.E.,Bangalore,Sales,Associate Engineer  ,Male,4,Yes,1
126898,66,0,MBA/PGDM,Chennai,Research and Development,Senior Lead Engineer ,Male,1,No,0
126899,33,0,Ph.D/Doctorate,Hyderabad,Business Development,Associate Engineer  ,Female,3,No,0
126900,60,0,B.Tech/B.E.,Ahmedabad,Business Development,Senior Lead Engineer ,Male,1,No,0
126901,25,0,Other degrees,Ahmedabad,Sales,Engineer ,Male,2,No,0
126902,24,0,Other degrees,Hyderabad,Human Resources,Engineer  ,Female,2,No,0
126903,56,0,Other degrees,Kolkata,Services,Senior Lead Engineer ,Male,2,No,0
126904,43,0,M.Tech/M.E.,Bangalore,Services,Senior Engineer ,Female,2,No,0
126905,41,0,M.Tech/M.E.,Bangalore,Training,Senior Engineer  ,Male,5,Yes,1
126906,67,0,MBA/PGDM,Hyderabad,Accounting,Lead Engineer  ,Male,1,No,0
126907,26,0,MBA/PGDM,Delhi,Training,Engineer ,Male,1,No,0
126908,37,0,M.Tech/M.E.,Kolkata,Services,Senior Engineer  ,Male,1,No,0
126936,31,1,B.Tech/B.E.,Delhi,Human Resources,Engineer ,Male,7,No,0
126968,54,0,Ph.D/Doctorate,Delhi,Business Development,Senior Engineer  ,Female,1,No,0
126969,24,0,Ph.D/Doctorate,Chennai,Business Development,Senior Engineer  ,Female,2,Yes,1
126970,29,0,Other degrees,Bangalore,Training,Engineer ,Female,6,No,0
126972,41,0,Ph.D/Doctorate,Kolkata,Business Development,Senior Engineer  ,Female,4,No,0
126973,58,0,Other degrees,Chennai,Sales,Senior Lead Engineer ,Female,2,Yes,1
126997,48,0,Ph.D/Doctorate,Delhi,Business Development,Senior Engineer ,Male,4,No,0
127030,29,0,B.Tech/B.E.,Hyderabad,Human Resources,Engineer  ,Male,5,No,0
127031,50,0,B.Tech/B.E.,Mumbai,Human Resources,Lead Engineer ,Male,7,No,0
127032,31,5,M.Tech/M.E.,Ahmedabad,Services,Senior Engineer ,Male,1,No,0
127033,23,0,M.Tech/M.E.,Kolkata,Human Resources,Senior Engineer  ,Male,1,No,0
127034,28,0,M.Tech/M.E.,Bangalore,Marketing,Engineer ,Male,6,No,0
127035,30,0,Other degrees,Chennai,Human Resources,Engineer  ,Female,5,No,0
127036,24,0,MBA/PGDM,Hyderabad,Marketing,Engineer ,Male,1,No,0
127037,30,0,MBA/PGDM,Kolkata,Human Resources,Project Leader ,Female,7,No,0
127038,52,0,MBA/PGDM,Bangalore,Business Development,Engineer  ,Male,6,No,0
127040,22,0,Ph.D/Doctorate,Kolkata,Engineering,Engineer  ,Female,4,No,0
127041,63,0,M.Tech/M.E.,Chennai,Human Resources,Technical Manager ,Male,2,No,0
127042,34,0,MBA/PGDM,Delhi,Human Resources,Senior Engineer ,Male,2,Yes,1
127043,28,0,B.Tech/B.E.,Chennai,Business Development,Associate Engineer  ,Female,3,No,0
127046,38,0,Ph.D/Doctorate,Chennai,Business Development,Engineer  ,Male,5,No,0
127047,21,1,Other degrees,Delhi,Support,Associate Engineer  ,Male,3,Yes,1
127048,26,0,Ph.D/Doctorate,Chennai,Training,Associate Engineer ,Male,5,No,0
127049,29,0,B.Tech/B.E.,Chennai,Training,Senior Engineer ,Male,2,No,0
127072,42,0,MBA/PGDM,Chennai,Support,Project Manager ,Male,7,No,0
127074,22,0,Other degrees,Kolkata,Product Management,Associate Engineer  ,Male,1,Yes,1
127075,32,0,B.Tech/B.E.,Ahmedabad,Training,Technical Lead ,Male,1,No,0
127084,41,2,Ph.D/Doctorate,Chennai,Training,Lead Engineer ,Female,2,No,0
127086,40,0,B.Tech/B.E.,Kolkata,Engineering,General Manager ,Male,4,No,0
127119,56,0,MBA/PGDM,Kolkata,Sales,Senior Lead Engineer ,Male,1,No,0
127120,20,0,B.Tech/B.E.,Ahmedabad,Product Management,Associate Engineer  ,Male,6,Yes,1
127121,62,0,MBA/PGDM,Delhi,Human Resources,Senior Engineer ,Male,1,No,0
127124,30,5,M.Tech/M.E.,Delhi,Engineering,Associate Engineer  ,Male,7,Yes,1
127125,24,0,Ph.D/Doctorate,Ahmedabad,Human Resources,Associate Engineer  ,Male,2,No,0
127126,42,0,MBA/PGDM,Chennai,Training,Senior Engineer ,Female,2,Yes,1
127128,61,0,B.Tech/B.E.,Bangalore,Accounting,Associate Engineer ,Male,6,No,0
127165,27,0,Ph.D/Doctorate,Hyderabad,Engineering,Associate Engineer  ,Female,6,No,0
